station_code,location,state,temperature_c,do_mg_l,ph,conductivity_umhos_cm,bod_mg_l,nitrate_nitrite_mg_l,fecal_coliform_mpn_100ml,total_coliform_mpn_100ml,year
,"PATALGANGA AT SHILPHATA, MAHARASHTRA",MAHARASHTRA,27.0,6.6,7.47,143.8,4.958,0.667,16.0,358.0,2005
,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",MAHARASHTRA,27.0,6.6,7.75,136.8,4.5,0.505,15.0,203.0,2005
1399,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",GOA,29.0,7.5,442.0,6.7,3.4,0.516,221.0,132.0,2004
1476,"MANDOVI AT TONCA, MARCELA, GOA",GOA,29.0,7.2,216.0,7.1,1.8,0.516,221.0,167.0,2003
1400,"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",GOA,29.0,7.9,352.0,4.5,4.2,0.516,221.0,158.0,2003
1543,"RIVER KALNA AT CHANDELNAN PERNEM, GOA",GOA,28.0,7.0,86.0,7.8,4.7,0.1,0.1,145.0,2003
1544,"RIVER VALVANT AT SANKLI NAN BICHOLIM, GOA",GOA,29.0,6.8,65.0,7.5,1.8,0.516,221.0,171.0,2003
1545,"RIVER MADAI AT DABOS NAN VALPOI, GOA",GOA,28.0,7.1,101.0,7.8,2.0,0.1,0.1,138.0,2003
1546,"RIVER KHANDEPAR AT OPA NAN PONDA, GOA",GOA,27.0,7.0,78.0,7.6,1.8,0.516,221.0,145.0,2003
1547,"RIVER TALPONA AT CANACONA, GOA",GOA,29.0,7.2,60.0,8.0,1.9,0.516,221.0,151.0,2003
1548,"RIVER ASSONORA AT ASSONORA, GOA",GOA,28.0,6.6,76.0,7.1,1.9,0.516,221.0,169.0,2003
1150,"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",GUJARAT,28.0,8.0,368.0,7.4,1.0,0.516,221.0,554.0,2003
1246,"DAMANGANGA AT KACHIGAON D\S (DAMAN),GUJARAT",GUJARAT,28.0,7.5,21331.0,3.6,11.7,0.516,221.0,14109.0,2003
1148,"AMBIKA AT BILIMORA, GUJARAT",GUJARAT,30.0,8.0,1708.0,7.8,3.5,0.516,221.0,2051.0,2003
1149,"KOLAK AT PATALIA BDG., GUJARAT",GUJARAT,28.0,7.5,1175.0,5.7,4.0,0.516,221.0,3900.0,2003
1435,"KOLAK AT RAILWAY BRIDGE NO. 313 VAPI,VALSAD, GUJARAT",GUJARAT,28.0,7.5,67115.0,5.0,5.5,0.516,221.0,3425.0,2003
1434,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,GUJARAT",GUJARAT,27.0,4.0,9948.0,0.4,513.5,0.516,221.0,35.0,2003
1436,"BHADAR D/S JETPUR VILL. AFTER CONF. OF W.WATER FROM JETPUR CITY,GUJARAT",GUJARAT,28.0,7.7,1148.0,4.8,6.9,2.0,2.0,10050.0,2003
1438,"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, GUJARAT",GUJARAT,28.0,8.0,590.0,4.8,1.8,0.516,221.0,2873.0,2003
1444,"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",KARNATAKA,27.0,7.7,440.0,6.5,2.4,0.9,0.9,688.0,2003
17,"PERIYAR AT ALWAYE, KERALA",KERALA,28.0,6.4,1579.0,5.8,1.7,0.513,0.513,959.0,2003
18,"PERIYAR AT KALADY, KERALA",KERALA,27.0,6.8,62.0,7.5,1.5,0.221,0.221,892.0,2003
1338,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",KERALA,28.0,6.9,44.0,6.8,1.0,0.151,0.151,734.0,2003
20,"CHALIYAR AT KOOLIMADU, KERALA",KERALA,28.0,6.9,62.0,6.8,0.4,0.21,0.21,802.0,2003
21,"CHALIYAR AT KALLAPALLY, KERALA",KERALA,28.0,7.0,9416.0,6.7,0.5,0.241,0.241,832.0,2003
42,"KALLADA AT PANATHOTTUM KADAVU, PUNALOOR, KERALA",KERALA,24.0,6.9,39.0,6.9,1.1,0.195,0.195,958.0,2003
43,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",KERALA,28.0,7.1,53.0,6.9,1.4,0.367,0.367,632.0,2003
1154,"CHALAKUDY AT PULICKALKANANDAVU, KERALA",KERALA,28.0,6.9,102.0,6.4,1.2,0.335,0.335,608.0,2003
1155,"KARMANA AT MOONNATHNANMUKKU, KERALA",KERALA,27.0,6.8,437.0,5.7,1.1,0.922,0.922,2933.0,2003
1156,"PAMBA AT CHENGANNUR, KERALA",KERALA,27.0,7.3,58.0,7.0,0.6,0.367,0.367,3025.0,2003
1341,"PAMBA AT KALLOOPARA, KERALA",KERALA,26.0,6.9,1835.0,5.9,1.2,0.61,0.61,2400.0,2003
1565,"PAMBA DOWN, KERALA",KERALA,27.0,6.8,60.0,5.0,0.9,0.475,0.475,3050.0,2003
1339,"MEENACHIL AT KIDANGOOR, KERALA",KERALA,29.0,7.2,80.0,6.8,0.8,0.252,0.252,12750.0,2003
1340,"MANIMALA AT KALLOOPARA, KERALA",KERALA,27.0,7.0,42.0,7.3,0.4,0.347,0.347,3800.0,2003
1384,"MANIMALA AT THONDRA, KERALA",KERALA,26.0,7.0,51.0,6.7,0.5,0.3,0.3,2900.0,2003
1342,"ACHENKOIL AT THUMPAMON, KERALA",KERALA,26.0,7.1,58.0,6.8,0.5,0.337,0.337,3000.0,2003
1443,"ACHENKOIL AT CHENNITHULA, KERALA",KERALA,26.0,7.0,63.0,6.4,0.6,0.278,0.278,3550.0,2003
1442,"VAMANAPURAM, KERALA",KERALA,27.0,6.8,72.0,6.6,0.6,0.53,0.53,1350.0,2003
1563,"AMARAVILA, KERALA",KERALA,26.0,6.8,83.0,6.5,0.9,0.417,0.417,1350.0,2003
1564,"AYUR, KERALA",KERALA,24.0,7.0,69.0,6.4,1.2,0.222,0.222,1400.0,2003
1566,"THIRURANGADY, KERALA",KERALA,28.0,6.8,88.0,6.9,0.9,0.307,0.307,1600.0,2003
1567,"KUTTIYADY ESTATE, KERALA",KERALA,27.0,6.9,31.0,7.0,0.5,0.164,0.164,158.0,2003
1568,"VALAYUM, KERALA",KERALA,27.0,6.8,46.0,6.9,0.5,0.149,0.149,905.0,2003
1569,"THALIPARAMBA, KERALA",KERALA,26.0,7.2,20850.0,6.5,0.9,0.477,0.477,1475.0,2003
1570,"HOSDURG, KERALA",KERALA,25.0,7.0,24336.0,6.7,1.1,0.529,0.529,620.0,2003
1571,"KAKKADAVU, KERALA",KERALA,25.0,7.1,77.0,7.2,0.3,0.411,0.411,985.0,2003
1572,"PADIYATHADKA, KERALA",KERALA,25.0,7.1,76.0,7.0,0.4,0.167,0.167,735.0,2003
1573,"IRUPANAM, KERALA",KERALA,29.0,6.5,3384.0,3.7,1.9,0.757,0.757,643.0,2003
1093,"ULHAS AT U/S OF NRC BUND AT MOHANE,MAHARASHTRA",MAHARASHTRA,26.0,7.7,280.0,6.6,5.7,0.994,0.994,223.0,2003
1094,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",MAHARASHTRA,27.0,7.8,183.0,6.9,5.0,0.497,0.497,211.0,2003
1461,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",MAHARASHTRA,24.0,7.7,107.0,6.8,5.2,0.386,0.386,208.0,2003
1092,"KALU AT ATALE VILLAGE, MAHARASHTRA",MAHARASHTRA,25.0,7.5,185.0,5.6,6.5,0.514,0.514,224.0,2003
1462,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",MAHARASHTRA,27.0,7.3,157.0,6.0,5.6,0.603,0.603,221.0,2003
1151,"PATALGANGA AT SHILPHATA, MAHARASHTRA",MAHARASHTRA,28.0,7.4,150.0,6.3,6.0,0.614,0.614,269.0,2003
1152,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",MAHARASHTRA,26.0,7.4,139.0,5.8,5.9,0.453,0.453,213.0,2003
